index,date,open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,symbol,exchange
1,2021-01-28T00:00:00+0000,85500.0,85500.0,83000.0,83400.0,78155.0,,,83400.0,,,에스원,XKRX
2,2021-01-27T00:00:00+0000,85900.0,85900.0,84500.0,85500.0,70115.0,,,85500.0,,,에스원,XKRX
3,2021-01-26T00:00:00+0000,85300.0,87200.0,84700.0,84700.0,105746.0,,,84700.0,,,에스원,XKRX
4,2021-01-25T00:00:00+0000,84800.0,86800.0,84400.0,86200.0,64130.0,,,86200.0,,,에스원,XKRX
5,2021-01-22T00:00:00+0000,85700.0,86100.0,84300.0,84300.0,84835.0,,,84300.0,,,에스원,XKRX
6,2021-01-21T00:00:00+0000,86900.0,87300.0,86200.0,86200.0,47547.0,,,86200.0,,,에스원,XKRX
7,2021-01-20T00:00:00+0000,86800.0,87800.0,86000.0,87000.0,77262.0,,,87000.0,,,에스원,XKRX
8,2021-01-19T00:00:00+0000,86200.0,87800.0,85300.0,87500.0,77098.0,,,87500.0,,,에스원,XKRX
9,2021-01-18T00:00:00+0000,88000.0,88300.0,85700.0,85700.0,83462.0,,,85700.0,,,에스원,XKRX
10,2021-01-15T00:00:00+0000,88600.0,89800.0,87700.0,87700.0,100962.0,,,87700.0,,,에스원,XKRX
11,2021-01-14T00:00:00+0000,87600.0,88900.0,87500.0,87700.0,83241.0,,,87700.0,,,에스원,XKRX
12,2021-01-13T00:00:00+0000,87800.0,88500.0,87400.0,88200.0,83932.0,,,88200.0,,,에스원,XKRX
13,2021-01-12T00:00:00+0000,89000.0,89000.0,86800.0,87400.0,97582.0,,,87400.0,,,에스원,XKRX
14,2021-01-11T00:00:00+0000,87100.0,88400.0,87100.0,88000.0,131327.0,,,88000.0,,,에스원,XKRX
15,2021-01-08T00:00:00+0000,87500.0,88700.0,86600.0,88600.0,135607.0,,,88600.0,,,에스원,XKRX
16,2021-01-07T00:00:00+0000,88300.0,89000.0,87500.0,87500.0,118815.0,,,87500.0,,,에스원,XKRX
17,2021-01-06T00:00:00+0000,86900.0,88500.0,86600.0,87100.0,108240.0,,,87100.0,,,에스원,XKRX
18,2021-01-05T00:00:00+0000,85400.0,88500.0,84700.0,88500.0,142960.0,,,88500.0,,,에스원,XKRX
19,2021-01-04T00:00:00+0000,84000.0,85100.0,83000.0,85100.0,61164.0,,,85100.0,,,에스원,XKRX
20,2020-12-30T00:00:00+0000,85300.0,85400.0,84400.0,85000.0,69149.0,,,85000.0,,,에스원,XKRX
