index,date,open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,symbol,exchange
1,2021-01-28T00:00:00+0000,12200.0,12200.0,11950.0,12150.0,4086054.0,,,12150.0,,,엘지유플러스,XKRX
2,2021-01-27T00:00:00+0000,12500.0,12700.0,12350.0,12350.0,4014986.0,,,12350.0,,,엘지유플러스,XKRX
3,2021-01-26T00:00:00+0000,12650.0,12700.0,12300.0,12350.0,5568987.0,,,12350.0,,,엘지유플러스,XKRX
4,2021-01-25T00:00:00+0000,12250.0,12600.0,12150.0,12500.0,5281500.0,,,12500.0,,,엘지유플러스,XKRX
5,2021-01-22T00:00:00+0000,12300.0,12350.0,12150.0,12150.0,3461451.0,,,12150.0,,,엘지유플러스,XKRX
6,2021-01-21T00:00:00+0000,12100.0,12400.0,12050.0,12250.0,4942151.0,,,12250.0,,,엘지유플러스,XKRX
7,2021-01-20T00:00:00+0000,12150.0,12150.0,11950.0,12000.0,2677300.0,,,12000.0,,,엘지유플러스,XKRX
8,2021-01-19T00:00:00+0000,12000.0,12150.0,11900.0,12050.0,2714340.0,,,12050.0,,,엘지유플러스,XKRX
9,2021-01-18T00:00:00+0000,12150.0,12650.0,11900.0,11950.0,11705610.0,,,11950.0,,,엘지유플러스,XKRX
10,2021-01-15T00:00:00+0000,12350.0,12400.0,12150.0,12200.0,3518266.0,,,12200.0,,,엘지유플러스,XKRX
11,2021-01-14T00:00:00+0000,12400.0,12450.0,12200.0,12250.0,5812029.0,,,12250.0,,,엘지유플러스,XKRX
12,2021-01-13T00:00:00+0000,12600.0,12700.0,12350.0,12400.0,4586238.0,,,12400.0,,,엘지유플러스,XKRX
13,2021-01-12T00:00:00+0000,12700.0,13050.0,12300.0,12550.0,7581075.0,,,12550.0,,,엘지유플러스,XKRX
14,2021-01-11T00:00:00+0000,12550.0,12650.0,12200.0,12650.0,10430752.0,,,12650.0,,,엘지유플러스,XKRX
15,2021-01-08T00:00:00+0000,12600.0,12650.0,12300.0,12450.0,6446916.0,,,12450.0,,,엘지유플러스,XKRX
16,2021-01-07T00:00:00+0000,12400.0,12650.0,12150.0,12450.0,8939094.0,,,12450.0,,,엘지유플러스,XKRX
17,2021-01-06T00:00:00+0000,12200.0,12550.0,12100.0,12300.0,9407020.0,,,12300.0,,,엘지유플러스,XKRX
18,2021-01-05T00:00:00+0000,11800.0,12200.0,11800.0,12000.0,5330986.0,,,12000.0,,,엘지유플러스,XKRX
19,2021-01-04T00:00:00+0000,11800.0,11900.0,11650.0,11850.0,3569931.0,,,11850.0,,,엘지유플러스,XKRX
20,2020-12-30T00:00:00+0000,11750.0,11800.0,11650.0,11750.0,1956554.0,,,11750.0,,,엘지유플러스,XKRX
21,2020-12-29T00:00:00+0000,11750.0,11950.0,11600.0,11700.0,4401114.0,,,11700.0,,,엘지유플러스,XKRX
22,2020-12-28T00:00:00+0000,12150.0,12250.0,11950.0,12000.0,5553401.0,,,12000.0,,,엘지유플러스,XKRX
23,2020-12-24T00:00:00+0000,12150.0,12250.0,12000.0,12100.0,3331974.0,,,12100.0,,,엘지유플러스,XKRX
24,2020-12-23T00:00:00+0000,12000.0,12450.0,11800.0,12050.0,6063198.0,,,12050.0,,,엘지유플러스,XKRX
25,2020-12-22T00:00:00+0000,12200.0,12250.0,11900.0,11950.0,3421295.0,,,11950.0,,,엘지유플러스,XKRX
26,2020-12-21T00:00:00+0000,11900.0,12200.0,11850.0,12200.0,5299067.0,,,12200.0,,,엘지유플러스,XKRX
27,2020-12-18T00:00:00+0000,11850.0,12100.0,11800.0,11850.0,4234587.0,,,11850.0,,,엘지유플러스,XKRX
28,2020-12-17T00:00:00+0000,11800.0,11850.0,11700.0,11800.0,2044851.0,,,11800.0,,,엘지유플러스,XKRX
29,2020-12-16T00:00:00+0000,11900.0,11950.0,11750.0,11800.0,1763260.0,,,11800.0,,,엘지유플러스,XKRX
30,2020-12-15T00:00:00+0000,11850.0,11900.0,11700.0,11850.0,2021209.0,,,11850.0,,,엘지유플러스,XKRX
31,2020-12-14T00:00:00+0000,11950.0,12000.0,11750.0,11800.0,2469926.0,,,11800.0,,,엘지유플러스,XKRX
32,2020-12-11T00:00:00+0000,11650.0,11900.0,11600.0,11900.0,3622333.0,,,11900.0,,,엘지유플러스,XKRX
33,2020-12-10T00:00:00+0000,11750.0,11750.0,11550.0,11600.0,2677371.0,,,11600.0,,,엘지유플러스,XKRX
34,2020-12-09T00:00:00+0000,11550.0,11800.0,11500.0,11700.0,2699244.0,,,11700.0,,,엘지유플러스,XKRX
35,2020-12-08T00:00:00+0000,11450.0,11650.0,11400.0,11500.0,2318313.0,,,11500.0,,,엘지유플러스,XKRX
36,2020-12-07T00:00:00+0000,11600.0,11600.0,11300.0,11450.0,6079468.0,,,11450.0,,,엘지유플러스,XKRX
37,2020-12-04T00:00:00+0000,11900.0,12100.0,11850.0,11850.0,3231903.0,,,11850.0,,,엘지유플러스,XKRX
38,2020-12-03T00:00:00+0000,12000.0,12100.0,11850.0,11900.0,2186024.0,,,11900.0,,,엘지유플러스,XKRX
39,2020-12-02T00:00:00+0000,11900.0,12050.0,11750.0,12000.0,2961925.0,,,12000.0,,,엘지유플러스,XKRX
40,2020-12-01T00:00:00+0000,12000.0,12000.0,11750.0,11850.0,2346995.0,,,11850.0,,,엘지유플러스,XKRX
41,2020-11-30T00:00:00+0000,12300.0,12300.0,11850.0,11950.0,4115502.0,,,11950.0,,,엘지유플러스,XKRX
42,2020-11-27T00:00:00+0000,12000.0,12300.0,11950.0,12150.0,5064169.0,,,12150.0,,,엘지유플러스,XKRX
43,2020-11-26T00:00:00+0000,11500.0,11950.0,11450.0,11950.0,6671955.0,,,11950.0,,,엘지유플러스,XKRX
44,2020-11-25T00:00:00+0000,11600.0,11650.0,11350.0,11400.0,2709628.0,,,11400.0,,,엘지유플러스,XKRX
45,2020-11-24T00:00:00+0000,11500.0,11600.0,11450.0,11550.0,2490393.0,,,11550.0,,,엘지유플러스,XKRX
46,2020-11-23T00:00:00+0000,11500.0,11550.0,11400.0,11450.0,1936012.0,,,11450.0,,,엘지유플러스,XKRX
47,2020-11-20T00:00:00+0000,11450.0,11600.0,11350.0,11450.0,2314215.0,,,11450.0,,,엘지유플러스,XKRX
48,2020-11-19T00:00:00+0000,11400.0,11500.0,11350.0,11400.0,1588605.0,,,11400.0,,,엘지유플러스,XKRX
49,2020-11-18T00:00:00+0000,11350.0,11550.0,11350.0,11400.0,1672188.0,,,11400.0,,,엘지유플러스,XKRX
50,2020-11-17T00:00:00+0000,11450.0,11500.0,11350.0,11350.0,1841984.0,,,11350.0,,,엘지유플러스,XKRX
51,2020-11-16T00:00:00+0000,11550.0,11600.0,11400.0,11450.0,2504881.0,,,11450.0,,,엘지유플러스,XKRX
52,2020-11-13T00:00:00+0000,11650.0,11700.0,11450.0,11500.0,2220314.0,,,11500.0,,,엘지유플러스,XKRX
53,2020-11-12T00:00:00+0000,11900.0,11900.0,11650.0,11700.0,1799243.0,,,11700.0,,,엘지유플러스,XKRX
54,2020-11-11T00:00:00+0000,11700.0,11950.0,11650.0,11900.0,2339915.0,,,11900.0,,,엘지유플러스,XKRX
55,2020-11-10T00:00:00+0000,11850.0,11850.0,11550.0,11750.0,2888113.0,,,11750.0,,,엘지유플러스,XKRX
56,2020-11-09T00:00:00+0000,11900.0,11950.0,11750.0,11800.0,1820628.0,,,11800.0,,,엘지유플러스,XKRX
57,2020-11-06T00:00:00+0000,12000.0,12050.0,11800.0,11850.0,2688104.0,,,11850.0,,,엘지유플러스,XKRX
58,2020-11-05T00:00:00+0000,11600.0,11900.0,11550.0,11850.0,4048178.0,,,11850.0,,,엘지유플러스,XKRX
59,2020-11-04T00:00:00+0000,11650.0,11750.0,11350.0,11450.0,2203670.0,,,11450.0,,,엘지유플러스,XKRX
60,2020-11-03T00:00:00+0000,11150.0,11500.0,11150.0,11500.0,1125105.0,,,11500.0,,,엘지유플러스,XKRX
61,2020-11-02T00:00:00+0000,11100.0,11300.0,11100.0,11200.0,706560.0,,,11200.0,,,엘지유플러스,XKRX
62,2020-10-30T00:00:00+0000,11350.0,11400.0,11050.0,11050.0,1542322.0,,,11050.0,,,엘지유플러스,XKRX
63,2020-10-29T00:00:00+0000,11550.0,11550.0,11300.0,11350.0,1528323.0,,,11350.0,,,엘지유플러스,XKRX
64,2020-10-28T00:00:00+0000,11500.0,11650.0,11450.0,11650.0,1108300.0,,,11650.0,,,엘지유플러스,XKRX
65,2020-10-27T00:00:00+0000,11550.0,11600.0,11500.0,11500.0,854194.0,,,11500.0,,,엘지유플러스,XKRX
66,2020-10-26T00:00:00+0000,11700.0,11750.0,11550.0,11600.0,1108400.0,,,11600.0,,,엘지유플러스,XKRX
67,2020-10-23T00:00:00+0000,11800.0,11800.0,11700.0,11750.0,940308.0,,,11750.0,,,엘지유플러스,XKRX
68,2020-10-22T00:00:00+0000,11650.0,11800.0,11600.0,11750.0,1893319.0,,,11750.0,,,엘지유플러스,XKRX
69,2020-10-21T00:00:00+0000,11750.0,11750.0,11650.0,11650.0,1465058.0,,,11650.0,,,엘지유플러스,XKRX
70,2020-10-20T00:00:00+0000,11700.0,11750.0,11600.0,11750.0,845565.0,,,11750.0,,,엘지유플러스,XKRX
71,2020-10-19T00:00:00+0000,11650.0,11750.0,11600.0,11650.0,1365803.0,,,11650.0,,,엘지유플러스,XKRX
72,2020-10-16T00:00:00+0000,11550.0,11850.0,11500.0,11550.0,1689256.0,,,11550.0,,,엘지유플러스,XKRX
73,2020-10-15T00:00:00+0000,11500.0,11650.0,11450.0,11550.0,1358428.0,,,11550.0,,,엘지유플러스,XKRX
74,2020-10-14T00:00:00+0000,11650.0,11800.0,11500.0,11600.0,1444961.0,,,11600.0,,,엘지유플러스,XKRX
75,2020-10-13T00:00:00+0000,11650.0,11800.0,11550.0,11750.0,1029835.0,,,11750.0,,,엘지유플러스,XKRX
76,2020-10-12T00:00:00+0000,11800.0,11800.0,11550.0,11650.0,1311673.0,,,11650.0,,,엘지유플러스,XKRX
77,2020-10-08T00:00:00+0000,11750.0,11800.0,11650.0,11750.0,1448689.0,,,11750.0,,,엘지유플러스,XKRX
78,2020-10-07T00:00:00+0000,11650.0,11750.0,11500.0,11750.0,1515362.0,,,11750.0,,,엘지유플러스,XKRX
79,2020-10-06T00:00:00+0000,11650.0,11750.0,11450.0,11600.0,1414557.0,,,11600.0,,,엘지유플러스,XKRX
80,2020-10-05T00:00:00+0000,11300.0,11750.0,11300.0,11650.0,2114150.0,,,11650.0,,,엘지유플러스,XKRX
81,2020-09-29T00:00:00+0000,11200.0,11600.0,11150.0,11500.0,2613472.0,,,11500.0,,,엘지유플러스,XKRX
82,2020-09-28T00:00:00+0000,10850.0,11200.0,10850.0,11150.0,1640072.0,,,11150.0,,,엘지유플러스,XKRX
83,2020-09-25T00:00:00+0000,11050.0,11100.0,10800.0,10800.0,2356267.0,,,10800.0,,,엘지유플러스,XKRX
84,2020-09-24T00:00:00+0000,11200.0,11300.0,11000.0,11000.0,2144688.0,,,11000.0,,,엘지유플러스,XKRX
85,2020-09-23T00:00:00+0000,11350.0,11400.0,11150.0,11300.0,1852650.0,,,11300.0,,,엘지유플러스,XKRX
86,2020-09-22T00:00:00+0000,11500.0,11500.0,11250.0,11350.0,1645768.0,,,11350.0,,,엘지유플러스,XKRX
87,2020-09-21T00:00:00+0000,11700.0,11750.0,11500.0,11500.0,2310806.0,,,11500.0,,,엘지유플러스,XKRX
88,2020-09-18T00:00:00+0000,11850.0,11850.0,11650.0,11700.0,2344903.0,,,11700.0,,,엘지유플러스,XKRX
89,2020-09-17T00:00:00+0000,11900.0,12050.0,11750.0,11850.0,1797360.0,,,11850.0,,,엘지유플러스,XKRX
90,2020-09-16T00:00:00+0000,11900.0,11950.0,11750.0,11850.0,1883327.0,,,11850.0,,,엘지유플러스,XKRX
91,2020-09-15T00:00:00+0000,12100.0,12100.0,11900.0,11950.0,1650476.0,,,11950.0,,,엘지유플러스,XKRX
